sbp,dbp,cp,sut,dt,dt10,st10_p_dt10,st10_d_dt10,dt25,st25_p_dt25,st25_d_dt25,dt33,st33_p_dt33,st33_d_dt33,dt50,st50_p_dt50,st50_d_dt50,dt66,st66_p_dt66,st66_d_dt66,dt75,st75_p_dt75,st75_d_dt75
96.6526,73.7936,0.784,0.224,0.592,0.44,0.568,3.4375,0.36,0.472,3.21429,0.304,0.408,2.92308,0.168,0.256,1.90909,0.112,0.184,1.55556,0.088,0.152,1.375
74.0867,67.2876,0.808,0.192,0.656,0.448,0.568,3.73333,0.336,0.44,3.23077,0.296,0.392,3.08333,0.16,0.24,2,0.112,0.176,1.75,0.096,0.152,1.71429
156.9653,82.11663,0.8,0.152,0.616,0.44,0.552,3.928571,0.328,0.424,3.416667,0.288,0.376,3.272727,0.128,0.2,1.777778,0.096,0.16,1.5,0.08,0.128,1.666667
95.5976,76.8415,0.8,0.184,0.632,0.44,0.568,3.4375,0.32,0.432,2.85714,0.28,0.384,2.69231,0.144,0.232,1.63636,0.104,0.176,1.44444,0.088,0.152,1.375
64.982,61.8169,0.768,0.16,0.608,0.44,0.56,3.66667,0.208,0.304,2.16667,0.168,0.256,1.90909,0.128,0.208,1.6,0.096,0.16,1.5,0.072,0.128,1.28571
106.0109,69.43658,0.792,0.16,0.632,0.48,0.592,4.285714,0.416,0.504,4.727273,0.224,0.304,2.8,0.152,0.224,2.111111,0.112,0.168,2,0.088,0.136,1.833333
77.994,64.982,0.784,0.16,0.624,0.464,0.584,3.86667,0.408,0.504,4.25,0.2,0.288,2.27273,0.144,0.216,2,0.104,0.16,1.85714,0.08,0.128,1.66667
66.4278,62.2467,0.776,0.16,0.616,0.456,0.568,4.07143,0.392,0.488,4.08333,0.176,0.264,2,0.136,0.208,1.88889,0.096,0.152,1.71429,0.08,0.128,1.66667
111.247,76.74363,0.792,0.16,0.624,0.48,0.592,4.285714,0.408,0.496,4.636364,0.216,0.296,2.7,0.152,0.216,2.375,0.112,0.168,2,0.088,0.128,2.2
84.754,70.8824,0.784,0.168,0.616,0.48,0.592,4.28571,0.416,0.512,4.33333,0.2,0.288,2.27273,0.152,0.224,2.11111,0.104,0.16,1.85714,0.088,0.136,1.83333
74.0474,73.813,0.768,0.168,0.616,0.472,0.584,4.21429,0.4,0.496,4.16667,0.184,0.272,2.09091,0.136,0.208,1.88889,0.104,0.16,1.85714,0.08,0.128,1.66667
79.6352,65.998,0.76,0.152,0.6,0.448,0.56,4,0.384,0.48,4,0.192,0.28,2.18182,0.136,0.208,1.88889,0.088,0.152,1.375,0.072,0.128,1.28571
55.6821,55.2523,0.464,0.104,0.296,0.168,0.248,2.1,0.128,0.2,1.77778,0.112,0.176,1.75,0.088,0.136,1.83333,0.072,0.112,1.8,0.056,0.088,1.75
85.0666,54.2363,0.536,0.168,0.376,0.208,0.32,1.85714,0.16,0.256,1.66667,0.112,0.2,1.27273,0.088,0.16,1.22222,0.072,0.128,1.28571,0.056,0.104,1.16667
66.2324,52.7515,0.272,0.16,0.168,0.144,0.256,1.28571,0.12,0.216,1.25,0.112,0.2,1.27273,0.096,0.168,1.33333,0.08,0.136,1.42857,0.064,0.112,1.33333
87.6847,54.1191,0.464,0.104,0.312,0.16,0.24,2,0.128,0.192,2,0.112,0.176,1.75,0.088,0.136,1.83333,0.072,0.112,1.8,0.064,0.096,2
67.053,54.9788,0.272,0.152,0.16,0.136,0.248,1.21429,0.12,0.208,1.36364,0.112,0.192,1.4,0.088,0.16,1.22222,0.072,0.128,1.28571,0.064,0.112,1.33333
84.9885,53.6893,0.456,0.112,0.176,0.136,0.224,1.54545,0.112,0.184,1.55556,0.096,0.16,1.5,0.08,0.136,1.42857,0.064,0.112,1.33333,0.056,0.096,1.4
65.2946,52.5952,0.272,0.28,0.168,0.136,0.256,1.13333,0.12,0.216,1.25,0.112,0.2,1.27273,0.088,0.16,1.22222,0.072,0.128,1.28571,0.064,0.112,1.33333
55.604,54.1582,0.456,0.104,0.224,0.16,0.24,2,0.128,0.2,1.77778,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.112,1.8,0.056,0.088,1.75
87.8019,53.8065,0.272,0.232,0.168,0.136,0.256,1.13333,0.12,0.224,1.15385,0.104,0.2,1.08333,0.088,0.16,1.22222,0.072,0.128,1.28571,0.056,0.104,1.16667
65.2555,54.8615,0.464,0.104,0.312,0.16,0.24,2,0.128,0.2,1.77778,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.112,1.8,0.064,0.096,2
72.8752,63.8488,0.272,0.152,0.168,0.136,0.248,1.21429,0.12,0.208,1.36364,0.112,0.192,1.4,0.088,0.16,1.22222,0.072,0.128,1.28571,0.056,0.104,1.16667
57.8703,54.7443,0.456,0.104,0.192,0.144,0.224,1.8,0.112,0.184,1.55556,0.104,0.168,1.625,0.08,0.136,1.42857,0.064,0.104,1.6,0.056,0.096,1.4
57.4796,57.3623,0.264,0.264,0.16,0.136,0.256,1.13333,0.12,0.224,1.15385,0.104,0.2,1.08333,0.088,0.168,1.1,0.072,0.136,1.125,0.064,0.12,1.14286
88.5443,52.5561,0.456,0.104,0.288,0.152,0.232,1.9,0.128,0.192,2,0.12,0.176,2.14286,0.096,0.144,2,0.072,0.112,1.8,0.064,0.096,2
67.561,55.096,0.272,0.168,0.176,0.144,0.256,1.28571,0.12,0.216,1.25,0.112,0.2,1.27273,0.096,0.168,1.33333,0.08,0.136,1.42857,0.064,0.112,1.33333
55.1741,54.7834,0.464,0.096,0.208,0.144,0.224,1.8,0.12,0.184,1.875,0.112,0.176,1.75,0.088,0.136,1.83333,0.072,0.112,1.8,0.064,0.096,2
84.5977,53.9237,0.272,0.256,0.168,0.136,0.248,1.21429,0.12,0.208,1.36364,0.112,0.192,1.4,0.088,0.152,1.375,0.072,0.12,1.5,0.064,0.104,1.6
65.3728,52.3607,0.464,0.104,0.296,0.152,0.232,1.9,0.12,0.192,1.66667,0.104,0.168,1.625,0.088,0.144,1.57143,0.072,0.112,1.8,0.064,0.096,2
54.4317,53.1813,0.264,0.168,0.16,0.128,0.248,1.06667,0.112,0.208,1.16667,0.104,0.192,1.18182,0.088,0.16,1.22222,0.072,0.136,1.125,0.056,0.112,1
54.041,53.6111,0.456,0.104,0.28,0.152,0.232,1.9,0.12,0.192,1.66667,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.112,1.8,0.056,0.088,1.75
84.754,77.4861,0.616,0.144,0.472,0.192,0.296,1.84615,0.152,0.24,1.72727,0.136,0.216,1.7,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.112,1.8
78.9318,74.36,0.616,0.144,0.472,0.176,0.28,1.69231,0.144,0.232,1.63636,0.128,0.208,1.6,0.104,0.168,1.625,0.08,0.136,1.42857,0.072,0.12,1.5
75.8058,73.5395,0.616,0.144,0.472,0.184,0.288,1.76923,0.144,0.232,1.63636,0.136,0.216,1.7,0.112,0.176,1.75,0.08,0.136,1.42857,0.072,0.12,1.5
73.9302,73.1878,0.608,0.144,0.472,0.176,0.28,1.69231,0.144,0.232,1.63636,0.128,0.208,1.6,0.104,0.168,1.625,0.08,0.136,1.42857,0.064,0.112,1.33333
80.8856,80.8074,0.624,0.136,0.472,0.192,0.288,2,0.152,0.232,1.9,0.136,0.208,1.88889,0.112,0.176,1.75,0.088,0.136,1.83333,0.072,0.112,1.8
85.9263,80.6902,0.616,0.152,0.48,0.2,0.304,1.92308,0.152,0.24,1.72727,0.136,0.216,1.7,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.12,1.5
80.7293,79.557,0.624,0.136,0.48,0.184,0.28,1.91667,0.152,0.232,1.9,0.136,0.216,1.7,0.112,0.176,1.75,0.088,0.136,1.83333,0.072,0.112,1.8
79.7524,76.9781,0.616,0.144,0.472,0.184,0.288,1.76923,0.144,0.232,1.63636,0.128,0.208,1.6,0.104,0.168,1.625,0.08,0.136,1.42857,0.064,0.112,1.33333
77.0562,71.5466,0.624,0.144,0.48,0.352,0.456,3.38462,0.152,0.24,1.72727,0.128,0.208,1.6,0.096,0.16,1.5,0.072,0.128,1.28571,0.064,0.112,1.33333
85.4965,72.6017,0.624,0.144,0.48,0.352,0.456,3.38462,0.152,0.24,1.72727,0.136,0.216,1.7,0.112,0.176,1.75,0.088,0.144,1.57143,0.072,0.12,1.5
92.2565,86.8641,0.568,0.128,0.44,0.176,0.272,1.83333,0.136,0.216,1.7,0.128,0.2,1.77778,0.104,0.16,1.85714,0.08,0.128,1.66667,0.064,0.104,1.6
87.5675,86.6687,0.568,0.128,0.44,0.168,0.264,1.75,0.136,0.208,1.88889,0.128,0.2,1.77778,0.096,0.152,1.71429,0.08,0.128,1.66667,0.064,0.104,1.6
92.8035,87.2549,0.568,0.128,0.44,0.192,0.288,2,0.144,0.224,1.8,0.128,0.2,1.77778,0.104,0.16,1.85714,0.08,0.128,1.66667,0.064,0.104,1.6
87.9973,86.8641,0.576,0.128,0.448,0.184,0.272,2.09091,0.144,0.224,1.8,0.136,0.208,1.88889,0.104,0.16,1.85714,0.08,0.128,1.66667,0.064,0.104,1.6
92.8817,86.8641,0.528,0.128,0.44,0.168,0.264,1.75,0.136,0.216,1.7,0.128,0.2,1.77778,0.104,0.16,1.85714,0.072,0.12,1.5,0.064,0.104,1.6
87.6847,86.6296,0.408,0.088,0.28,0.008,0.064,0.142857,0.008,0.048,0.2,0.008,0.048,0.2,0.008,0.032,0.333333,0.008,0.024,0.5,0.008,0.016,1
92.6863,86.8641,0.568,0.128,0.44,0.368,0.464,3.83333,0.136,0.216,1.7,0.128,0.2,1.77778,0.104,0.16,1.85714,0.08,0.128,1.66667,0.064,0.104,1.6
87.6065,86.7469,0.576,0.128,0.448,0.176,0.264,2,0.144,0.216,2,0.136,0.208,1.88889,0.104,0.16,1.85714,0.08,0.128,1.66667,0.064,0.104,1.6
92.6863,87.4112,0.576,0.128,0.44,0.168,0.256,1.90909,0.144,0.216,2,0.128,0.192,2,0.104,0.16,1.85714,0.08,0.128,1.66667,0.064,0.104,1.6
88.1145,87.2939,0.568,0.136,0.432,0.16,0.256,1.66667,0.128,0.208,1.6,0.12,0.2,1.5,0.096,0.16,1.5,0.072,0.12,1.5,0.064,0.104,1.6
93.3506,87.9973,0.632,0.136,0.496,0.192,0.288,2,0.136,0.216,1.7,0.128,0.2,1.77778,0.104,0.168,1.625,0.08,0.128,1.66667,0.064,0.112,1.33333
88.2317,87.7238,0.568,0.136,0.44,0.176,0.264,2,0.144,0.224,1.8,0.128,0.2,1.77778,0.104,0.16,1.85714,0.08,0.128,1.66667,0.064,0.104,1.6
94.601,91.0451,0.568,0.128,0.44,0.184,0.28,1.91667,0.144,0.216,2,0.128,0.2,1.77778,0.104,0.16,1.85714,0.08,0.128,1.66667,0.064,0.104,1.6
73.813,71.9765,0.568,0.136,0.432,0.368,0.464,3.83333,0.312,0.392,3.9,0.264,0.336,3.66667,0.136,0.2,2.125,0.104,0.152,2.16667,0.088,0.128,2.2
72.4454,70.7261,0.552,0.136,0.432,0.384,0.488,3.69231,0.144,0.232,1.63636,0.128,0.208,1.6,0.104,0.168,1.625,0.08,0.136,1.42857,0.072,0.12,1.5
71.4294,71.3513,0.256,0.12,0.176,0.152,0.24,1.72727,0.128,0.208,1.6,0.12,0.192,1.66667,0.104,0.16,1.85714,0.08,0.128,1.66667,0.072,0.112,1.8
146.8054,114.0604,0.296,0.08,0.168,0.144,0.216,2,0.112,0.176,1.75,0.104,0.168,1.625,0.08,0.136,1.428571,0.064,0.112,1.333333,0.056,0.096,1.4
127.2287,123.8683,0.56,0.128,0.432,0.384,0.472,4.363636,0.344,0.416,4.777778,0.16,0.224,2.5,0.128,0.184,2.285714,0.104,0.144,2.6,0.08,0.112,2.5
144.1092,130.2375,0.552,0.128,0.424,0.376,0.464,4.272727,0.336,0.416,4.2,0.312,0.384,4.333333,0.128,0.184,2.285714,0.104,0.144,2.6,0.088,0.128,2.2
131.4489,111.9894,0.384,0.128,0.376,0.352,0.44,4,0.168,0.24,2.333333,0.144,0.208,2.25,0.12,0.176,2.142857,0.096,0.144,2,0.08,0.12,2
134.6921,116.7957,0.552,0.12,0.432,0.384,0.472,4.363636,0.336,0.416,4.2,0.32,0.392,4.444444,0.136,0.192,2.428571,0.104,0.152,2.166667,0.088,0.128,2.2
131.1363,112.9272,0.552,0.12,0.424,0.384,0.472,4.363636,0.344,0.416,4.777778,0.32,0.384,5,0.136,0.192,2.428571,0.104,0.152,2.166667,0.088,0.128,2.2
113.5524,112.8882,0.552,0.128,0.4,0.368,0.464,3.833333,0.328,0.408,4.1,0.16,0.232,2.222222,0.128,0.192,2,0.104,0.152,2.166667,0.08,0.12,2
121.7973,109.0588,0.552,0.152,0.424,0.384,0.488,3.692308,0.344,0.424,4.3,0.32,0.392,4.444444,0.128,0.192,2,0.104,0.152,2.166667,0.088,0.128,2.2
109.7621,102.6114,0.56,0.128,0.432,0.392,0.488,4.083333,0.344,0.424,4.3,0.32,0.392,4.444444,0.144,0.2,2.571429,0.112,0.16,2.333333,0.096,0.136,2.4
64.3416,64.146,0.272,0.128,0.136,0.072,0.168,0.75,0.032,0.12,0.363636,0.024,0.104,0.3,0.016,0.088,0.222222,0.016,0.08,0.25,0.016,0.072,0.285714
95.4368,62.9726,0.568,0.136,0.432,0.392,0.504,3.5,0.328,0.424,3.41667,0.296,0.384,3.36364,0.248,0.32,3.44444,0.168,0.232,2.625,0.12,0.176,2.14286
60.0391,58.6701,0.568,0.136,0.44,0.376,0.48,3.61538,0.296,0.384,3.36364,0.248,0.328,3.1,0.152,0.216,2.375,0.096,0.144,2,0.072,0.112,1.8
112.6467,56.32334,0.568,0.128,0.424,0.32,0.416,3.333333,0.264,0.344,3.3,0.248,0.32,3.444444,0.2,0.264,3.125,0.128,0.176,2.666667,0.096,0.136,2.4
77.6402,76.4668,0.568,0.144,0.44,0.264,0.368,2.53846,0.144,0.232,1.63636,0.12,0.2,1.5,0.096,0.168,1.33333,0.08,0.136,1.42857,0.072,0.12,1.5
64.9283,64.3416,0.584,0.128,0.448,0.296,0.384,3.36364,0.184,0.256,2.55556,0.152,0.216,2.375,0.112,0.16,2.33333,0.088,0.128,2.2,0.072,0.104,2.25
59.648,59.4524,0.584,0.136,0.352,0.288,0.384,3,0.24,0.32,3,0.216,0.288,3,0.144,0.2,2.57143,0.096,0.144,2,0.072,0.112,1.8
111.6688,57.30117,0.568,0.232,0.384,0.272,0.376,2.615385,0.176,0.264,2,0.144,0.224,1.8,0.104,0.176,1.444444,0.08,0.136,1.428571,0.064,0.112,1.333333
62.5815,62.1904,0.568,0.184,0.344,0.248,0.416,1.47619,0.16,0.32,1,0.136,0.288,0.894737,0.104,0.192,1.18182,0.08,0.152,1.11111,0.064,0.12,1.14286
58.0834,57.6923,0.584,0.224,0.44,0.272,0.368,2.83333,0.168,0.24,2.33333,0.144,0.216,2,0.104,0.16,1.85714,0.08,0.12,2,0.064,0.096,2
112.4511,57.69231,0.584,0.144,0.296,0.24,0.344,2.307692,0.208,0.296,2.363636,0.176,0.256,2.2,0.112,0.176,1.75,0.088,0.136,1.833333,0.072,0.112,1.8
111.2777,56.91004,0.576,0.288,0.096,0.088,0.192,0.8461538,0.08,0.168,0.9090909,0.072,0.152,0.9,0.056,0.128,0.7777778,0.048,0.104,0.8571429,0.04,0.088,0.8333333
65.9061,65.515,0.816,0.48,0.456,0.248,0.72,0.525424,0.144,0.608,0.310345,0.128,0.584,0.280702,0.096,0.184,1.09091,0.072,0.144,1,0.056,0.112,1
64.3416,64.1461,0.272,0.128,0.136,0.072,0.168,0.75,0.032,0.12,0.363636,0.024,0.104,0.3,0.016,0.088,0.222222,0.016,0.08,0.25,0.016,0.072,0.285714
95.4368,62.9727,0.568,0.136,0.432,0.392,0.504,3.5,0.328,0.424,3.41667,0.296,0.384,3.36364,0.248,0.32,3.44444,0.168,0.232,2.625,0.12,0.176,2.14286
60.0392,58.6702,0.568,0.136,0.44,0.376,0.48,3.61538,0.296,0.384,3.36364,0.248,0.328,3.1,0.152,0.216,2.375,0.096,0.144,2,0.072,0.112,1.8
112.6467,56.32337,0.568,0.128,0.424,0.32,0.416,3.333333,0.264,0.344,3.3,0.248,0.32,3.444444,0.2,0.264,3.125,0.128,0.176,2.666667,0.096,0.136,2.4
77.6402,76.4668,0.568,0.144,0.44,0.264,0.368,2.53846,0.144,0.232,1.63636,0.12,0.2,1.5,0.096,0.168,1.33333,0.08,0.136,1.42857,0.072,0.12,1.5
64.9283,64.3416,0.584,0.128,0.448,0.296,0.384,3.36364,0.184,0.256,2.55556,0.152,0.216,2.375,0.112,0.16,2.33333,0.088,0.128,2.2,0.072,0.104,2.25
59.648,59.4525,0.584,0.136,0.352,0.288,0.384,3,0.24,0.32,3,0.216,0.288,3,0.144,0.2,2.57143,0.096,0.144,2,0.072,0.112,1.8
111.6689,57.30121,0.568,0.232,0.384,0.272,0.376,2.615385,0.176,0.264,2,0.144,0.224,1.8,0.104,0.176,1.444444,0.08,0.136,1.428571,0.064,0.112,1.333333
62.5815,62.1904,0.568,0.184,0.344,0.248,0.416,1.47619,0.16,0.32,1,0.136,0.288,0.894737,0.104,0.192,1.18182,0.08,0.152,1.11111,0.064,0.12,1.14286
58.0835,57.6923,0.584,0.224,0.44,0.272,0.368,2.83333,0.168,0.24,2.33333,0.144,0.216,2,0.104,0.16,1.85714,0.08,0.12,2,0.064,0.096,2
112.4512,57.69235,0.584,0.144,0.296,0.24,0.344,2.307692,0.208,0.296,2.363636,0.176,0.256,2.2,0.112,0.176,1.75,0.088,0.136,1.833333,0.072,0.112,1.8
111.2778,56.91008,0.576,0.288,0.096,0.088,0.192,0.8461538,0.08,0.168,0.9090909,0.072,0.152,0.9,0.056,0.128,0.7777778,0.048,0.104,0.8571429,0.04,0.088,0.8333333
65.9062,65.515,0.816,0.48,0.456,0.248,0.72,0.525424,0.144,0.608,0.310345,0.128,0.584,0.280702,0.096,0.184,1.09091,0.072,0.144,1,0.056,0.112,1
118.7093,65.1239,0.584,0.2,0.408,0.328,0.472,2.277778,0.232,0.36,1.8125,0.184,0.304,1.533333,0.12,0.216,1.25,0.08,0.16,1,0.064,0.136,0.8888889
115.7758,63.9505,0.616,0.176,0.448,0.336,0.456,2.8,0.232,0.336,2.230769,0.184,0.28,1.916667,0.128,0.2,1.777778,0.096,0.16,1.5,0.072,0.12,1.5
114.6024,63.75493,0.616,0.168,0.432,0.32,0.44,2.666667,0.208,0.304,2.166667,0.168,0.256,1.909091,0.12,0.192,1.666667,0.088,0.144,1.571429,0.072,0.12,1.5
113.0379,63.3638,0.608,0.184,0.416,0.312,0.44,2.4375,0.176,0.28,1.692308,0.144,0.24,1.5,0.104,0.184,1.3,0.08,0.144,1.25,0.064,0.12,1.142857
114.4069,63.55936,0.608,0.192,0.424,0.312,0.44,2.4375,0.2,0.304,1.923077,0.168,0.264,1.75,0.112,0.192,1.4,0.08,0.144,1.25,0.072,0.128,1.285714
114.6024,64.73277,0.608,0.184,0.424,0.312,0.44,2.4375,0.2,0.304,1.923077,0.16,0.256,1.666667,0.112,0.192,1.4,0.088,0.152,1.375,0.072,0.128,1.285714
116.9492,64.14607,0.608,0.184,0.44,0.368,0.496,2.875,0.272,0.376,2.615385,0.216,0.312,2.25,0.12,0.2,1.5,0.088,0.152,1.375,0.072,0.128,1.285714
114.798,63.16823,0.616,0.168,0.448,0.344,0.472,2.6875,0.232,0.336,2.230769,0.184,0.28,1.916667,0.12,0.2,1.5,0.088,0.152,1.375,0.072,0.128,1.285714
113.429,63.3638,0.616,0.168,0.416,0.312,0.432,2.6,0.192,0.288,2,0.16,0.248,1.818182,0.112,0.184,1.555556,0.088,0.144,1.571429,0.072,0.12,1.5
111.8645,63.16823,0.608,0.2,0.424,0.304,0.432,2.375,0.192,0.296,1.846154,0.16,0.256,1.666667,0.112,0.192,1.4,0.08,0.144,1.25,0.064,0.12,1.142857
113.6246,63.55936,0.608,0.184,0.432,0.312,0.44,2.4375,0.2,0.304,1.923077,0.16,0.256,1.666667,0.112,0.192,1.4,0.088,0.152,1.375,0.072,0.128,1.285714
114.2113,64.5372,0.608,0.176,0.432,0.304,0.432,2.375,0.192,0.296,1.846154,0.152,0.248,1.583333,0.112,0.192,1.4,0.08,0.144,1.25,0.064,0.12,1.142857
145.8288,57.44061,0.608,0.168,0.432,0.352,0.48,2.75,0.248,0.36,2.214286,0.2,0.304,1.923077,0.136,0.224,1.545455,0.104,0.176,1.444444,0.088,0.152,1.375
75.9623,73.6178,0.616,0.176,0.44,0.368,0.496,2.875,0.232,0.344,2.07143,0.2,0.304,1.92308,0.152,0.24,1.72727,0.112,0.184,1.55556,0.096,0.16,1.5
149.1697,57.61645,0.6,0.176,0.432,0.304,0.44,2.235294,0.224,0.336,2,0.2,0.304,1.923077,0.16,0.256,1.666667,0.112,0.192,1.4,0.088,0.152,1.375
75.4348,73.1489,0.616,0.168,0.424,0.352,0.48,2.75,0.24,0.344,2.30769,0.184,0.28,1.91667,0.12,0.2,1.5,0.072,0.136,1.125,0.048,0.104,0.857143
147.0597,57.90951,0.608,0.192,0.44,0.36,0.496,2.647059,0.248,0.36,2.214286,0.176,0.28,1.692308,0.128,0.216,1.454545,0.096,0.168,1.333333,0.08,0.144,1.25
75.3761,72.7972,0.6,0.168,0.44,0.336,0.464,2.625,0.232,0.344,2.07143,0.2,0.304,1.92308,0.152,0.24,1.72727,0.112,0.184,1.55556,0.096,0.152,1.71429
147.1183,57.8509,0.608,0.16,0.44,0.344,0.464,2.866667,0.248,0.352,2.384615,0.24,0.336,2.5,0.168,0.248,2.1,0.128,0.192,2,0.104,0.16,1.857143
74.0281,70.6285,0.664,0.168,0.384,0.32,0.448,2.5,0.216,0.32,2.07692,0.176,0.272,1.83333,0.136,0.216,1.7,0.104,0.168,1.625,0.088,0.144,1.57143
145.8288,54.74442,0.584,0.144,0.44,0.376,0.488,3.357143,0.304,0.4,3.166667,0.176,0.264,2,0.136,0.208,1.888889,0.096,0.152,1.714286,0.08,0.128,1.666667
74.6142,69.2218,0.592,0.144,0.432,0.36,0.464,3.46154,0.232,0.32,2.63636,0.192,0.28,2.18182,0.152,0.224,2.11111,0.112,0.168,2,0.088,0.136,1.83333
148.6422,56.38558,0.592,0.16,0.376,0.328,0.448,2.733333,0.192,0.296,1.846154,0.176,0.272,1.833333,0.136,0.216,1.7,0.104,0.168,1.625,0.08,0.136,1.428571
72.973,68.0495,0.576,0.216,0.408,0.32,0.456,2.35294,0.24,0.352,2.14286,0.184,0.288,1.76923,0.128,0.224,1.33333,0.096,0.176,1.2,0.08,0.152,1.11111
148.525,55.68222,0.584,0.168,0.432,0.352,0.472,2.933333,0.24,0.344,2.307692,0.192,0.288,2,0.136,0.216,1.7,0.104,0.176,1.444444,0.088,0.152,1.375
72.7386,67.522,0.576,0.152,0.424,0.384,0.504,3.2,0.248,0.344,2.58333,0.2,0.288,2.27273,0.136,0.216,1.7,0.104,0.168,1.625,0.088,0.144,1.57143
148.6422,55.0961,0.584,0.152,0.432,0.368,0.48,3.285714,0.256,0.352,2.666667,0.2,0.288,2.272727,0.144,0.216,2,0.112,0.168,2,0.096,0.144,2
71.8008,67.6979,0.584,0.152,0.432,0.344,0.456,3.07143,0.224,0.32,2.33333,0.176,0.264,2,0.136,0.208,1.88889,0.104,0.16,1.85714,0.088,0.136,1.83333
147.2355,54.27552,0.584,0.152,0.424,0.336,0.456,2.8,0.232,0.328,2.416667,0.192,0.288,2,0.128,0.208,1.6,0.096,0.16,1.5,0.08,0.136,1.428571
72.2111,67.3462,0.584,0.16,0.432,0.368,0.488,3.06667,0.264,0.368,2.53846,0.208,0.304,2.16667,0.144,0.224,1.8,0.096,0.168,1.33333,0.08,0.136,1.42857
147.0597,54.80303,0.592,0.152,0.432,0.352,0.464,3.142857,0.232,0.328,2.416667,0.168,0.256,1.909091,0.128,0.208,1.6,0.096,0.16,1.5,0.08,0.136,1.428571
74.0281,68.284,0.584,0.16,0.424,0.352,0.472,2.93333,0.248,0.352,2.38462,0.184,0.28,1.91667,0.128,0.208,1.6,0.096,0.16,1.5,0.08,0.136,1.42857
61.2504,50.7587,0.608,0.16,0.456,0.352,0.472,2.93333,0.2,0.296,2.08333,0.168,0.256,1.90909,0.128,0.2,1.77778,0.096,0.152,1.71429,0.08,0.128,1.66667
120.7425,60.54709,0.616,0.152,0.464,0.336,0.448,3,0.192,0.28,2.181818,0.168,0.248,2.1,0.128,0.192,2,0.096,0.152,1.714286,0.08,0.128,1.666667
62.0124,51.1104,0.616,0.152,0.456,0.392,0.504,3.5,0.208,0.304,2.16667,0.168,0.256,1.90909,0.128,0.2,1.77778,0.104,0.168,1.625,0.08,0.128,1.66667
121.9734,61.19183,0.608,0.16,0.456,0.36,0.472,3.214286,0.2,0.296,2.083333,0.16,0.248,1.818182,0.12,0.192,1.666667,0.088,0.144,1.571429,0.08,0.128,1.666667
62.833,51.9896,0.616,0.152,0.456,0.312,0.416,3,0.152,0.24,1.72727,0.136,0.216,1.7,0.104,0.176,1.44444,0.08,0.136,1.42857,0.072,0.12,1.5
122.8526,61.60212,0.608,0.16,0.424,0.264,0.376,2.357143,0.168,0.264,1.75,0.144,0.232,1.636364,0.112,0.184,1.555556,0.088,0.144,1.571429,0.072,0.12,1.5
63.595,52.1068,0.608,0.184,0.464,0.376,0.488,3.35714,0.264,0.36,2.75,0.2,0.288,2.27273,0.152,0.224,2.11111,0.112,0.168,2,0.096,0.144,2
123.7904,61.89519,0.608,0.144,0.464,0.344,0.456,3.071429,0.2,0.296,2.083333,0.168,0.256,1.909091,0.128,0.2,1.777778,0.096,0.152,1.714286,0.08,0.128,1.666667
64.5328,53.748,0.608,0.144,0.464,0.376,0.48,3.61538,0.176,0.264,2,0.152,0.232,1.9,0.12,0.184,1.875,0.088,0.136,1.83333,0.08,0.12,2
125.1971,62.89161,0.608,0.144,0.464,0.36,0.464,3.461538,0.176,0.264,2,0.144,0.224,1.8,0.112,0.176,1.75,0.088,0.144,1.571429,0.08,0.128,1.666667
150.2834,70.51128,0.592,0.344,0.432,0.352,0.496,2.444444,0.272,0.384,2.428571,0.224,0.328,2.153846,0.152,0.24,1.727273,0.112,0.184,1.555556,0.096,0.16,1.5
73.9108,56.6786,0.568,0.16,0.424,0.352,0.472,2.93333,0.28,0.384,2.69231,0.2,0.296,2.08333,0.136,0.216,1.7,0.096,0.168,1.33333,0.08,0.144,1.25
150.1662,70.68712,0.6,0.144,0.44,0.328,0.44,2.928571,0.192,0.28,2.181818,0.16,0.24,2,0.136,0.208,1.888889,0.12,0.176,2.142857,0.104,0.152,2.166667
74.4383,57.7923,0.584,0.16,0.424,0.328,0.448,2.73333,0.232,0.336,2.23077,0.184,0.28,1.91667,0.136,0.216,1.7,0.104,0.176,1.44444,0.08,0.136,1.42857
150.6937,70.39405,0.576,0.16,0.408,0.352,0.48,2.75,0.232,0.344,2.071429,0.192,0.296,1.846154,0.136,0.224,1.545455,0.096,0.168,1.333333,0.08,0.144,1.25
73.735,56.62,0.568,0.168,0.408,0.352,0.472,2.93333,0.232,0.336,2.23077,0.184,0.28,1.91667,0.128,0.216,1.45455,0.096,0.168,1.33333,0.08,0.144,1.25
149.3456,69.92515,0.584,0.16,0.424,0.352,0.488,2.588235,0.256,0.36,2.461538,0.216,0.312,2.25,0.144,0.224,1.8,0.112,0.176,1.75,0.096,0.152,1.714286
72.973,56.6786,0.576,0.16,0.416,0.352,0.48,2.75,0.264,0.368,2.53846,0.2,0.304,1.92308,0.144,0.232,1.63636,0.112,0.184,1.55556,0.088,0.144,1.57143
